"code","name","state","district","subdivision","pop","tier","lat","lon","canonical"
"A-MALWA","Agar-malwa","MADHYA PRADESH","AGAR-MALWA","WEST MADHYA PRADESH",37917,3,23.8,76.05,true
"AAA","Ahmednagar","MAHARASHTRA","AHMEDNAGAR","MADHYA MAHARASHTRA",367140,2,19.08,74.8,true
"ABG","Alibag","MAHARASHTRA","RAIGAD","KONKAN & GOA",195373,3,18.63,72.87,true
"ABP","Ambikapur","CHHATTISGARH","SURGUJA","CHHATTISGARH",121071,3,23.17,83.25,true
"ADILABAD","Adilabad","TELANGANA","ADILABAD","TELANGANA",118526,3,19.55,78.57,true
"AGA","AGATTI","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11210,3,10.82,72.17,true
"AGB","Agumbe","KARNATAKA","SHIVAMOGGA","SOUTHERN INTERIOR KARNATAKA",322650,2,13.5,75.08,true
"AGD","Aurangabad","MAHARASHTRA","CHHATRAPATI SAMBHAJINAGAR","MARATHWADA",1175116,1,19.85,75.4,true
"AGR","MO Taj","UTTAR PRADESH","AGRA","WEST UTTAR PRADESH",1430055,1,27.17,78.03,true
"AGRA","Agra","UTTAR PRADESH","AGRA","WEST UTTAR PRADESH",1430055,1,27.08,78.04,true
"AGT","Agartala","TRIPURA","WEST TRIPURA","NMMT",400004,2,23.88,91.25,true
"AHM","Ahmedabad","GUJARAT","AHMEDABAD","GUJARAT REGION",6357693,0,23.07,72.63,true
"AHMEDABAD","Ahmedabad","GUJARAT","AHMEDABAD","GUJARAT REGION",6357693,0,22.9,72.32,false
"AHMEDNAGAR","Ahmednagar","MAHARASHTRA","AHMEDNAGAR","MADHYA MAHARASHTRA",367140,2,19.16,74.6,false
"AIZWAL","Aizawl","MIZORAM","AIZAWL","NMMT",293416,2,23.84,92.92,false
"AJM","Ajmer","RAJASTHAN","AJMER","EAST RAJASTHAN",542321,2,26.45,74.62,true
"AJMER","Ajmer","RAJASTHAN","AJMER","EAST RAJASTHAN",542321,2,26.31,74.64,false
"AKL","Akola","MAHARASHTRA","AKOLA","VIDARBHA",428857,2,20.7,77.07,true
"AKOLA","Akola","MAHARASHTRA","AKOLA","VIDARBHA",428857,2,20.76,77.15,false
"ALA","Alappuzha","KERALA","ALAPUZHA","KERALA & MAHE",240991,2,9.55,76.42,true
"ALAPPUZHA","Alapuzha","KERALA","ALAPUZHA","KERALA & MAHE",240991,2,9.49,76.49,true
"ALB","ALLAHABAD","UTTAR PRADESH","PRAYAGRAJ","EAST UTTAR PRADESH",1073438,1,25.45,81.73,true
"ALD","Adilabad\r\n","TELANGANA","ADILABAD","TELANGANA",118526,3,19.65,78.53,true
"ALG","Aligarh","UTTAR PRADESH","ALIGARH","WEST UTTAR PRADESH",753207,2,27.88,78.07,true
"ALIGARH","Aligarh","UTTAR PRADESH","ALIGARH","WEST UTTAR PRADESH",753207,2,27.88,78.05,false
"ALIRAJPUR","Alirajpur","MADHYA PRADESH","ALIRAJPUR","WEST MADHYA PRADESH",28498,3,22.28,74.39,true
"ALJ","Alirajpur","MADHYA PRADESH","ALIRAJPUR","WEST MADHYA PRADESH",28498,3,22.28,74.4,false
"ALMORA","Almora","UTTARAKHAND","ALMORA","UTTARAKHAND",32442,3,29.7,79.56,true
"ALN","Along","ARUNACHAL PRADESH","WEST SIANG","ARUNACHAL PRADESH",20684,3,28.16,94.8,true
"ALP","Kolkata","WEST BENGAL","KOLKATA","GANGETIC WEST BENGAL",4631392,1,22.53,88.33,true
"ALW","Alwar","RAJASTHAN","ALWAR","EAST RAJASTHAN",322568,2,27.5,76.58,true
"ALWAR","Alwar","RAJASTHAN","ALWAR","EAST RAJASTHAN",322568,2,27.64,76.67,false
"AMB","Ambala","HARYANA","AMBALA","DELHI, HARYANA AND CHANDIGARH",195153,3,30.38,76.77,true
"AMBALA","Ambala","HARYANA","AMBALA","DELHI, HARYANA AND CHANDIGARH",195153,3,30.33,76.88,false
"AMBEDKAR","Ambedkar Nagar","UTTAR PRADESH","AMBEDKAR NAGAR","EAST UTTAR PRADESH",88073,3,26.43,82.7,true
"AMETHI","Amethi","UTTAR PRADESH","AMETHI","EAST UTTAR PRADESH",25726,3,26.35,81.63,true
"AML","Amreli","GUJARAT","AMRELI","SAURASHTRA & KUTCH",117967,3,21.6,71.22,true
"AMN","Amini Divi","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11210,3,11.12,72.73,true
"AMR","Amritsar","PUNJAB","AMRITSAR","PUNJAB",1159227,1,31.63,74.87,true
"AMRAVATI","Amraoti","MAHARASHTRA","AMRAOTI","VIDARBHA",647057,2,21.16,77.54,true
"AMRELI","Amreli","GUJARAT","AMRELI","SAURASHTRA & KUTCH",117967,3,21.37,71.2,false
"AMRITSAR","Amritsar","PUNJAB","AMRITSAR","PUNJAB",1159227,1,31.76,74.94,false
"AMT","Amravati","MAHARASHTRA","AMRAOTI","VIDARBHA",647057,2,20.93,77.78,true
"ANAND","Anand","GUJARAT","ANAND","GUJARAT REGION",209410,2,22.44,72.78,true
"ANANTNAG","Anantnag","JAMMU & KASHMIR (UT)","ANANTNAG","JAMMU & KASHMIR AND LADAKH",150592,3,33.67,75.17,true
"ANANTPUR","Sri Sathyasai District","ANDHRA PRADESH","SRI SATHYASAI DISTRICT","RAYALSEEMA",151677,3,14.45,77.62,true
"ANATNAG","Anantnag","JAMMU & KASHMIR (UT)","ANANTNAG","JAMMU & KASHMIR AND LADAKH",150592,3,33.59,75.38,false
"ANDAMAN","South Andaman","ANDAMAN & NICOBAR ISLANDS (UT)","SOUTH ANDAMAN","ANDAMAN & NICOBAR ISLANDS",112050,3,11.41,93.04,true
"ANG","Angul","ODISHA","ANGUL","ODISHA",44386,3,20.83,85.1,true
"ANGUL","Angul","ODISHA","ANGUL","ODISHA",44386,3,20.9,84.83,false
"ANJAW","Anjaw","ARUNACHAL PRADESH","ANJAW","ARUNACHAL PRADESH",982,3,28.04,96.85,true
"ANP","Anupgarh","RAJASTHAN","SRI GANGANAGAR","WEST RAJASTHAN",237780,2,29.17,73.17,true
"ANT","Anantapuramu","ANDHRA PRADESH","ANANTAPURAMU","RAYALSEEMA",267161,2,14.68,77.62,true
"ANUPPUR","Anuppur","MADHYA PRADESH","ANUPPUR","EAST MADHYA PRADESH",32682,3,23.03,81.66,true
"ARA","Arrah","BIHAR","BHOJPUR","BIHAR",261430,2,25.57,84.67,true
"ARARIA","Araria","BIHAR","ARARIA","BIHAR",79021,3,26.26,87.37,true
"ARAVALLI","Aravalli","GUJARAT","ARAVALLI","GUJARAT REGION",67648,3,23.49,73.42,true
"ARIYALUR","Ariyalur","TAMILNADU","ARIYALUR","TAMILNADU, PUDUCHERRY & KARAIKAL",33945,3,11.15,79.23,false
"ARP","ATIRAMAPATTINAM","TAMILNADU","THANJAVUR","TAMILNADU, PUDUCHERRY & KARAIKAL",291067,2,10.33,79.38,true
"ART","Lakshadweep","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11210,3,10.8,73.68,true
"ARV","AROGYAVARAM","ANDHRA PRADESH","ANNAMAYYA DISTRICT","RAYALSEEMA",180180,3,13.53,78.5,true
"ARWAL","Rohtas","BIHAR","ROHTAS","BIHAR",147408,3,25.18,84.38,true
"ASHOKNAGAR","Ashoknagar","MADHYA PRADESH","ASHOKNAGAR","WEST MADHYA PRADESH",81828,3,24.62,77.88,true
"AUGUSTMUNI","Augustmuni","UTTARAKHAND","RUDRAPRAYAG","UTTARAKHAND",,,30.39,79.02,true
"AURAIYA","Auraiya","UTTAR PRADESH","AURAIYA","WEST UTTAR PRADESH",70508,3,26.66,79.5,true
"AURANGABAD","Aurangabad","BIHAR","AURANGABAD","BIHAR",102244,3,24.81,84.38,true
"AVADI","Avadi","TAMILNADU","THIRUVALLUR","TAMILNADU, PUDUCHERRY & KARAIKAL",345996,2,13.12,80.08,true
"AYL","Ariyalur","TAMILNADU","ARIYALUR","TAMILNADU, PUDUCHERRY & KARAIKAL",33945,3,11.23,79.29,true
"AZAMGARH","Azamgarh","UTTAR PRADESH","AZAMGARH","EAST UTTAR PRADESH",116644,3,26.05,83.09,false
"AZG","Azamgarh","UTTAR PRADESH","AZAMGARH","EAST UTTAR PRADESH",116644,3,26.05,83.22,true
"AZL","Aizawl","MIZORAM","AIZAWL","NMMT",293416,2,23.73,92.71,true
"Airport_IMD","Ahmedabad","GUJARAT","AHMEDABAD","GUJARAT REGION",6357693,0,23.0768,72.6279,false
"BABATPUR","Babatpur","UTTAR PRADESH","BHADOHI","EAST UTTAR PRADESH",200000,2,25.26,82.51,true
"BADAYUN","Badaun","UTTAR PRADESH","BADAUN","WEST UTTAR PRADESH",161555,3,28.06,78.89,true
"BADGAM","Badgam","JAMMU & KASHMIR (UT)","BADGAM","JAMMU & KASHMIR AND LADAKH",104000,3,33.86,74.66,true
"BADRADRI","B. Kothagudem","TELANGANA","B. KOTHAGUDEM","TELANGANA",80199,3,17.72,80.76,true
"BADRINATH","Badrinath","UTTARAKHAND","CHAMOLI","UTTARAKHAND",,,30.74,79.49,true
"BADWANI","Barwani","MADHYA PRADESH","BARWANI","WEST MADHYA PRADESH",56485,3,21.75,75.03,true
"BAG","BAGATI","WEST BENGAL","HOOGHLY","GANGETIC WEST BENGAL",441956,2,22.98,88.37,true
"BAGALKOT","Bagalkot","KARNATAKA","BAGALKOTE","NORTHERN INTERIOR KARNATAKA",111933,3,16.17,75.65,true
"BAGALKOTE","Bagalkote","KARNATAKA","BAGALKOTE","NORTHERN INTERIOR KARNATAKA",111933,3,16.29,75.66,true
"BAGESHWAR","Bageshwar","UTTARAKHAND","BAGESHWAR","UTTARAKHAND",,,29.9,79.82,true
"BAGHPAT","Baghpat","UTTAR PRADESH","BAGHPAT","WEST UTTAR PRADESH",93544,3,29.04,77.32,true
"BAHRAICH","Bahraich","UTTAR PRADESH","BAHRAICH","EAST UTTAR PRADESH",182218,3,27.73,81.4,false
"BAKSHA","Baksa","ASSAM","BAKSA","ASSAM & MEGHALAYA",0,3,26.65,91.31,true
"BALAGHAT","Balaghat","MADHYA PRADESH","BALAGHAT","EAST MADHYA PRADESH",84261,3,21.86,80.28,true
"BALAGIR","Balangir","ODISHA","BALANGIR","ODISHA",98238,3,20.61,83.18,true
"BALASORE","Balasore","ODISHA","BALASORE","ODISHA",144373,3,21.28,86.68,false
"BALLIA","Ballia","UTTAR PRADESH","BALLIA","EAST UTTAR PRADESH",31876,3,25.88,84.16,false
"BALOD","Balod","CHHATTISGARH","BALOD","CHHATTISGARH",44363,3,20.7,81.18,true
"BALODABAZAR","Baloda Bazar","CHHATTISGARH","BALODA BAZAR","CHHATTISGARH",57537,3,21.54,82.32,true
"BALRAMPUR","Balrampur","CHHATTISGARH","BALRAMPUR","CHHATTISGARH",4456,3,23.85,83.35,true
"BALTAL","Baltal","LADAKH (UT)","KARGIL","JAMMU & KASHMIR AND LADAKH",25000,3,34.26,75.42,true
"BANASKANTHA","Banaskantha","GUJARAT","BANASKANTHA","GUJARAT REGION",141592,3,24.27,72.15,true
"BANDA","Banda","UTTAR PRADESH","BANDA","EAST UTTAR PRADESH",152218,3,25.44,80.57,false
"BANGALORE-RURAL","Bengaluru Rural","KARNATAKA","BENGALURU RURAL","SOUTHERN INTERIOR KARNATAKA",93105,3,13.27,77.57,true
"BANKA","Banka","BIHAR","BANKA","BIHAR",45977,3,24.83,86.83,true
"BANSWARA","Banswara","RAJASTHAN","BANSWARA","EAST RAJASTHAN",101017,3,23.49,74.36,false
"BARABANKI","Barabanki","UTTAR PRADESH","BARABANKI","EAST UTTAR PRADESH",79246,3,26.94,81.33,true
"BARAGARH","Bargarh","ODISHA","BARGARH","ODISHA",80625,3,21.24,83.55,true
"BARAMULLAH","Baramula","JAMMU & KASHMIR (UT)","BARAMULA","JAMMU & KASHMIR AND LADAKH",77276,3,34.1,74.42,true
"BARAN","Baran","RAJASTHAN","BARAN","EAST RAJASTHAN",117992,3,24.92,76.82,true
"BAREILLY","Bareilly","UTTAR PRADESH","BAREILLY","WEST UTTAR PRADESH",745435,2,28.45,79.38,false
"BARKOT","Barkot","UTTARAKHAND","UTTARKASHI","UTTARAKHAND",17123,3,30.81,78.21,true
"BARMER","Barmer","RAJASTHAN","BARMER","WEST RAJASTHAN",96225,3,25.58,71.47,false
"BARNALA","Barnala","PUNJAB","BARNALA","PUNJAB",116449,3,30.39,75.5,true
"BARODA","Vadodara","GUJARAT","VADODARA","GUJARAT REGION",1822221,1,22.31,73.27,false
"BARPETA","Barpeta","ASSAM","BARPETA","ASSAM & MEGHALAYA",48824,3,26.43,91.09,true
"BASTER","Bastar","CHHATTISGARH","BASTAR","CHHATTISGARH",125463,3,19.14,81.77,true
"BASTI","Basti","UTTAR PRADESH","BASTI","EAST UTTAR PRADESH",115115,3,26.76,82.6,true
"BAUDA","Boudh","ODISHA","BOUDH","ODISHA",20424,3,20.75,84.18,true
"BBS","Bhubneshwar-Airport","ODISHA","KHURDA","ODISHA",885363,2,20.25,85.83,true
"BDA","Banda","UTTAR PRADESH","BANDA","EAST UTTAR PRADESH",152218,3,25.47,80.37,true
"BDG","SILIGURI","WEST BENGAL","DARJEELING","SHWB & SIKKIM",515574,2,26.63,88.32,true
"BDI","Bundi","RAJASTHAN","BUNDI","EAST RAJASTHAN",104919,3,25.45,75.63,true
"BDN","Buldhana","MAHARASHTRA","BULDHANA","VIDARBHA",94604,3,20.53,76.23,true
"BDS","Bulandshahar","UTTAR PRADESH","BULANDSHAHAR","WEST UTTAR PRADESH",198612,3,28.4,77.87,true
"BDU","Badaun","UTTAR PRADESH","BADAUN","WEST UTTAR PRADESH",161555,3,28.05,79.12,false
"BEGUSARAI","Begusarai","BIHAR","BEGUSARAI","BIHAR",252008,2,25.51,86.13,true
"BELGAUM","Belagavi","KARNATAKA","BELAGAVI","NORTHERN INTERIOR KARNATAKA",490045,2,16.16,74.77,false
"BELLARY","Ballari","KARNATAKA","BALLARI","SOUTHERN INTERIOR KARNATAKA",410445,2,15.19,76.42,true
"BEMATARA","Bemetara","CHHATTISGARH","BEMETARA","CHHATTISGARH",28536,3,21.65,81.45,true
"BETUL","Betul","MADHYA PRADESH","BETUL","WEST MADHYA PRADESH",103330,3,21.88,77.78,false
"BGK","Belagavi","KARNATAKA","BELAGAVI","NORTHERN INTERIOR KARNATAKA",490045,2,16.7,75.25,false
"BGP","Bhagalpur","BIHAR","BHAGALPUR","BIHAR",400146,2,25.23,86.95,true
"BGT","BALURGHAT","WEST BENGAL","SOUTH DINAJPUR","SHWB & SIKKIM",153279,3,25.22,88.78,true
"BHABUA","Bhabua","BIHAR","BHABUA","BIHAR",50179,3,24.98,83.61,true
"BHADRAK","Bhadrak","ODISHA","BHADRAK","ODISHA",121338,3,20.99,86.62,true
"BHAGALPUR","Bhagalpur","BIHAR","BHAGALPUR","BIHAR",400146,2,25.28,87.1,false
"BHANDARA","Bhandara","MAHARASHTRA","BHANDARA","VIDARBHA",91845,3,21.12,79.77,true
"BHARATPUR","Bharatpur","RAJASTHAN","BHARATPUR","EAST RAJASTHAN",252838,2,27.06,77.32,false
"BHATINDA","Bhatinda","PUNJAB","BHATINDA","PUNJAB",285788,2,30.18,75,false
"BHATWARI","Bhatwari","UTTARAKHAND","UTTARKASHI","UTTARAKHAND",17123,3,30.81,78.61,true
"BHAVNAGAR","Bhavnagar","GUJARAT","BHAVNAGAR","SAURASHTRA & KUTCH",605882,2,21.67,71.95,false
"BHILWARA","Bhilwara","RAJASTHAN","BHILWARA","EAST RAJASTHAN",359483,2,25.49,74.74,false
"BHIND","Bhind","MADHYA PRADESH","BHIND","WEST MADHYA PRADESH",197585,3,26.35,78.68,false
"BHIWANI","Bhiwani","HARYANA","BHIWANI","DELHI, HARYANA AND CHANDIGARH",196057,3,28.73,75.98,true
"BHJ","Bhuj","GUJARAT","KUTCH","SAURASHTRA & KUTCH",247992,2,23.25,69.67,true
"BHOJPUR","Bhojpur","BIHAR","BHOJPUR","BIHAR",261430,2,25.45,84.57,true
"BHOPAL","Bhopal","MADHYA PRADESH","BHOPAL","WEST MADHYA PRADESH",1798218,1,23.49,77.41,false
"BHP","Bhopal","MADHYA PRADESH","BHOPAL","WEST MADHYA PRADESH",1798218,1,23.28,77.35,true
"BHU","Bhavnagar","GUJARAT","BHAVNAGAR","SAURASHTRA & KUTCH",605882,2,21.75,72.2,true
"BHUNTAR","KULLU-MANALI","HIMACHAL PRADESH","KULLU","HIMACHAL PRADESH",19831,3,31.87,77.15,true
"BID","Beed","MAHARASHTRA","BEED","MARATHWADA",146709,3,18.94,75.77,false
"BIDAR","Bidar","KARNATAKA","BIDAR","NORTHERN INTERIOR KARNATAKA",216020,2,18.03,77.18,true
"BIJAPUR","Vijayapura","KARNATAKA","VIJAYAPURA","NORTHERN INTERIOR KARNATAKA",327427,2,16.81,75.9,false
"BIJNORE","Bijnor","UTTAR PRADESH","BIJNOR","WEST UTTAR PRADESH",84593,3,29.41,78.46,false
"BIKANER","Bikaner","RAJASTHAN","BIKANER","WEST RAJASTHAN",644406,2,28.12,73.13,false
"BIL","Bilaspur","HIMACHAL PRADESH","BILASPUR","HIMACHAL PRADESH",,,31.25,76.67,true
"BILASPUR","Gaurela-pendra-marwahi","CHHATTISGARH","GAURELA-PENDRA-MARWAHI","CHHATTISGARH",18165,3,22.62,82,true
"BILASPUR-HP","Bilaspur","HIMACHAL PRADESH","BILASPUR","HIMACHAL PRADESH",,,31.35,76.66,false
"BIR","Beed","MAHARASHTRA","BEED","MARATHWADA",146709,3,19,75.72,true
"BIRBHUM","Birbhum","WEST BENGAL","BIRBHUM","GANGETIC WEST BENGAL",70998,3,23.85,87.56,true
"BISHNUPUR","Bishnupur","MANIPUR","BISHNUPUR","NMMT",22512,3,24.51,93.8,true
"BISWANATH","Sonitpur","ASSAM","SONITPUR","ASSAM & MEGHALAYA",75540,3,26.89,93.42,true
"BITRA","Bitra","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11210,3,11.55,72.15,true
"BJC_CHA","Bijapur","CHHATTISGARH","BIJAPUR","CHHATTISGARH",16129,3,18.77,80.74,true
"BJP","Vijayapura","KARNATAKA","VIJAYAPURA","NORTHERN INTERIOR KARNATAKA",327427,2,16.82,75.72,true
"BKN","Bikaner","RAJASTHAN","BIKANER","WEST RAJASTHAN",644406,2,28,73.3,true
"BLA","Ballia","UTTAR PRADESH","BALLIA","EAST UTTAR PRADESH",31876,3,25.75,84.17,true
"BLD","Dantewada","CHHATTISGARH","DANTEWADA","CHHATTISGARH",21435,3,18.71,81.23,true
"BLG","Belagavi","KARNATAKA","BELAGAVI","NORTHERN INTERIOR KARNATAKA",490045,2,15.85,74.62,true
"BLN","Chikkamagaluru","KARNATAKA","CHIKKAMAGALURU","SOUTHERN INTERIOR KARNATAKA",121484,3,13.37,75.45,true
"BLR","Bolangir","ODISHA","BALANGIR","ODISHA",98238,3,20.7,83.5,true
"BLS","Balasore","ODISHA","BALASORE","ODISHA",144373,3,21.52,86.93,true
"BLW","Bhilwara","RAJASTHAN","BHILWARA","EAST RAJASTHAN",359483,2,25.35,74.63,true
"BLY","Ballari","KARNATAKA","BALLARI","SOUTHERN INTERIOR KARNATAKA",410445,2,15.15,76.85,false
"BMB","Mumbai (Santacruz)","MAHARASHTRA","MUMBAI SUBURBAN","KONKAN & GOA",12691836,0,19.12,72.83,true
"BMD","East Kameng","ARUNACHAL PRADESH","EAST KAMENG","ARUNACHAL PRADESH",18350,3,27.42,92.85,true
"BMP","Brahmapuri","MAHARASHTRA","CHANDRAPUR","VIDARBHA",328351,2,20.6,79.85,true
"BMT","BARAMATI","MAHARASHTRA","PUNE","MADHYA MAHARASHTRA",3124458,1,18.15,74.58,true
"BND","Bhind","MADHYA PRADESH","BHIND","WEST MADHYA PRADESH",197585,3,26.57,78.8,true
"BNG","Bengaluru","KARNATAKA","BENGALURU URBAN","SOUTHERN INTERIOR KARNATAKA",8495492,0,12.97,77.58,true
"BNG-URBAN","Bengaluru Rural","KARNATAKA","BENGALURU RURAL","SOUTHERN INTERIOR KARNATAKA",93105,3,12.94,77.78,false
"BNK","Bankura","WEST BENGAL","BANKURA","GANGETIC WEST BENGAL",133966,3,23.25,87.05,true
"BNL","Banihal","JAMMU & KASHMIR (UT)","RAMBAN","JAMMU & KASHMIR AND LADAKH",,,33.43,75.19,true
"BNT","Kullu","HIMACHAL PRADESH","MANDI","HIMACHAL PRADESH",28217,3,31.83,77.17,true
"BOKARO","Bokaro","JHARKHAND","BOKARO","JHARKHAND",564319,2,23.69,86.01,true
"BONGAIGAON","Bongaigaon","ASSAM","BONGAIGAON","ASSAM & MEGHALAYA",67322,3,26.35,90.62,true
"BOTAD","Botad","GUJARAT","BOTAD","SAURASHTRA & KUTCH",130327,3,22.15,71.75,true
"BPD","Baripada","ODISHA","MAYURBHANJ","ODISHA",116849,3,21.93,86.77,true
"BPT","Bapatla","ANDHRA PRADESH","BAPATLA","COASTAL ANDHRA PRADESH & YANAM",92942,3,15.9,80.47,true
"BRA","Raigad","MAHARASHTRA","RAIGAD","KONKAN & GOA",195373,3,18.45,73.4,true
"BRC","Bahraich","UTTAR PRADESH","BAHRAICH","EAST UTTAR PRADESH",182218,3,27.57,81.6,true
"BRD","Vadodara","GUJARAT","VADODARA","GUJARAT REGION",1822221,1,22.3,73.25,true
"BRH","Bharuch","GUJARAT","BHARUCH","GUJARAT REGION",169007,3,21.73,73,true
"BRL","Bareilly","UTTAR PRADESH","BAREILLY","WEST UTTAR PRADESH",745435,2,28.37,79.4,true
"BRM","Barmer","RAJASTHAN","BARMER","WEST RAJASTHAN",96225,3,25.75,71.38,true
"BROACH","Bharuch","GUJARAT","BHARUCH","GUJARAT REGION",169007,3,21.73,73,false
"BRP","Baharampur","WEST BENGAL","MURSHIDABAD","GANGETIC WEST BENGAL",180547,3,24.13,88.27,true
"BRT","Bharatpur","RAJASTHAN","BHARATPUR","EAST RAJASTHAN",252838,2,27.22,77.5,true
"BST","Basti","UTTAR PRADESH","BASTI","EAST UTTAR PRADESH",115115,3,26.8,82.73,false
"BSW","Banswara","RAJASTHAN","BANSWARA","EAST RAJASTHAN",101017,3,23.55,74.45,true
"BTD","Bhatinda","PUNJAB","BHATINDA","PUNJAB",285788,2,30.21,74.94,true
"BTL","Betul","MADHYA PRADESH","BETUL","WEST MADHYA PRADESH",103330,3,21.87,77.93,true
"BTT","Udhampur","JAMMU & KASHMIR (UT)","UDHAMPUR","JAMMU & KASHMIR AND LADAKH",84015,3,33.07,75.19,true
"BUL","BULSAR","GUJARAT","VALSAD","GUJARAT REGION",163630,3,20.62,72.93,true
"BULANDSHAHR","Bulandshahar","UTTAR PRADESH","BULANDSHAHAR","WEST UTTAR PRADESH",198612,3,28.39,78.07,false
"BULDHANA","Buldhana","MAHARASHTRA","BULDHANA","VIDARBHA",94604,3,20.57,76.38,false
"BUNDI","Bundi","RAJASTHAN","BUNDI","EAST RAJASTHAN",104919,3,25.44,75.79,false
"BURDWAN","Purba Bardhaman","WEST BENGAL","PURBA BARDHAMAN","GANGETIC WEST BENGAL",301725,2,23.4,87.75,true
"BURHANPUR","Burhanpur","MADHYA PRADESH","BURHANPUR","WEST MADHYA PRADESH",210886,2,21.33,76.37,true
"BUXAR","Buxar","BIHAR","BUXAR","BIHAR",102861,3,25.51,84.08,true
"BWN","Burdwan","WEST BENGAL","PURBA BARDHAMAN","GANGETIC WEST BENGAL",301725,2,23.23,87.85,true
"BWP","BHAWANIPATNA","ODISHA","KALAHANDI","ODISHA",69045,3,19.92,83.18,true
"Bihta_bihar","Patna","BIHAR","PATNA","BIHAR",1684297,1,25.557,84.8917,false
"CACHER","Cachar","ASSAM","CACHAR","ASSAM & MEGHALAYA",178865,3,24.76,92.86,true
"CAVE","Kargil","LADAKH (UT)","KARGIL","JAMMU & KASHMIR AND LADAKH",25000,3,34.22,75.51,true
"CBL","Chandbali","ODISHA","BHADRAK","ODISHA",121338,3,20.78,86.73,true
"CBS","West Singhbhum","JHARKHAND","WEST SINGHBHUM","JHARKHAND",69565,3,22.55,85.82,true
"CDL","CUDDALORE","TAMILNADU","CUDDALORE","TAMILNADU, PUDUCHERRY & KARAIKAL",179150,3,11.77,79.77,true
"CDP","Cuddappah","ANDHRA PRADESH","YSR DISTRICT","RAYALSEEMA",344893,2,14.48,78.83,true
"CENTRAL-DELHI","Central Delhi","DELHI (UT)","CENTRAL DELHI","DELHI, HARYANA AND CHANDIGARH",11034555,0,28.67,77.22,true
"CENTRAL-SIKKIM","Mangan","SIKKIM","MANGAN","SHWB & SIKKIM",,,27.6,88.51,true
"CHA","Chapra","BIHAR","SARAN","BIHAR",202352,2,25.78,84.73,true
"CHAMARAJNAGAR","Chamarajanagar","KARNATAKA","CHAMARAJANAGAR","SOUTHERN INTERIOR KARNATAKA",69875,3,11.94,77.09,true
"CHAMBA","Chamba","HIMACHAL PRADESH","CHAMBA","HIMACHAL PRADESH",21502,3,32.69,76.34,true
"CHAMPAWAT","Champawat","UTTARAKHAND","CHAMPAWAT","UTTARAKHAND",16905,3,29.29,80.06,true
"CHAMPHAI","Champhai","MIZORAM","CHAMPHAI","NMMT",32734,3,23.54,93.23,true
"CHANDAULI","Bhabua","BIHAR","BHABUA","BIHAR",50179,3,25.22,83.49,false
"CHANDEL","Chandel","MANIPUR","CHANDEL","NMMT",16847,3,24.1,94.07,true
"CHANDIGARH","Chandigarh","CHANDIGARH (UT)","CHANDIGARH","DELHI, HARYANA AND CHANDIGARH",970602,2,30.73,76.77,true
"CHANDRAPUR","Chandrapur","MAHARASHTRA","CHANDRAPUR","VIDARBHA",328351,2,20.09,79.4,false
"CHANGLANG","Changlang","ARUNACHAL PRADESH","CHANGLANG","ARUNACHAL PRADESH",,,27.47,96.4,true
"CHARAIDEO","Sibsagar","ASSAM","SIBSAGAR","ASSAM & MEGHALAYA",62104,3,27.07,95.07,true
"CHARKHI-DADRI","Charkhi Dadri","HARYANA","CHARKHI DADRI","DELHI, HARYANA AND CHANDIGARH",56337,3,28.6,76.15,true
"CHATRAI","Chatra","JHARKHAND","CHATRA","JHARKHAND",49985,3,24.1,84.9,true
"CHB","Coochbehar","WEST BENGAL","COOCH BEHAR","SHWB & SIKKIM",78737,3,26.33,89.47,true
"CHD","Chandigarh","HARYANA","PANCHKULA","DELHI, HARYANA AND CHANDIGARH",211355,2,30.73,76.88,true
"CHEMBARAPAKKAM","Chembarapakkam","TAMILNADU","THIRUVALLUR","TAMILNADU, PUDUCHERRY & KARAIKAL",345996,2,13.02,80.04,true
"CHENNAI","Chennai","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",4681087,1,13.07,80.25,false
"CHETLAT","Chetlat","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11210,3,11.69,72.7,true
"CHHATARPUR","Chhatarpur","MADHYA PRADESH","CHHATARPUR","EAST MADHYA PRADESH",142128,3,24.76,79.71,true
"CHHINDWARA","Chhindwara","MADHYA PRADESH","CHHINDWARA","EAST MADHYA PRADESH",175052,3,22.14,78.83,false
"CHIKBALLAPUR","Chikaballapura","KARNATAKA","CHIKABALLAPURA","SOUTHERN INTERIOR KARNATAKA",76068,3,13.59,77.79,true
"CHIKMAGALUR","Chikkamagaluru","KARNATAKA","CHIKKAMAGALURU","SOUTHERN INTERIOR KARNATAKA",121484,3,13.4,75.72,false
"CHILAS","Ladakh (LEH)","LADAKH (UT)","LADAKH (LEH)","JAMMU & KASHMIR AND LADAKH",37475,3,35.3,74.25,true
"CHINYALISOUR","Chinyalisour","UTTARAKHAND","GARHWAL TEHRI","UTTARAKHAND",27611,3,30.57,78.32,true
