"code","station","state","district","subdivision","lat","lon","canonical"
"HOSHANGABAD","Narmadapuram","MADHYA PRADESH","NARMADAPURAM","WEST MADHYA PRADESH",22.6,77.96,true
"HOSHIARPUR","Hoshiarpur","PUNJAB","HOSHIARPUR","PUNJAB",31.6,75.85,true
"HRD","Hardoi","UTTAR PRADESH","HARDOI","EAST UTTAR PRADESH",27.38,80.17,true
"HRN","Harnai","MAHARASHTRA","RATNAGIRI","KONKAN & GOA",17.82,73.1,true
"HSB","HOSHANGABAD","MADHYA PRADESH","NARMADAPURAM","WEST MADHYA PRADESH",22.77,77.77,true
"HSN","Hassan","KARNATAKA","HASSAN","SOUTHERN INTERIOR KARNATAKA",13,76.15,false
"HSR","Hisar","HARYANA","HISAR","DELHI, HARYANA AND CHANDIGARH",29.17,75.73,false
"HTB","HUT BAY","ANDAMAN & NICOBAR ISLANDS (UT)","SOUTH ANDAMAN","ANDAMAN & NICOBAR ISLANDS",10.58,92.55,true
"HUBBLI","Hubbli","KARNATAKA","DHARWAD","NORTHERN INTERIOR KARNATAKA",15.36,75.12,true
"HYD","Hyderabad","TELANGANA","HYDERABAD","TELANGANA",17.45,78.47,true
"HYDERABAD","Hyderabad","TELANGANA","HYDERABAD","TELANGANA",17.4,78.47,false
"HZB","Hazaribag","JHARKHAND","HAZARIBAG","JHARKHAND",23.98,85.37,false
"Hingoli","Hingoli","MAHARASHTRA","HINGOLI","MARATHWADA",19.7174,77.1494,true
"IDR","Idar","GUJARAT","SABARKANTHA","GUJARAT REGION",23.83,73.03,true
"IDUKKI","Idukki","KERALA","IDUKKI","KERALA & MAHE",9.82,77.02,true
"IIPHG","Gandhi Ng IIPH","GUJARAT","GANDHINAGAR","GUJARAT REGION",23.2436,72.6899,true
"IMP","Imphal","MANIPUR","IMPHAL WEST","NMMT",24.67,93.9,true
"IMPHAL","Imphal East","MANIPUR","IMPHAL EAST","NMMT",24.81,94.02,true
"IND","Indore","MADHYA PRADESH","INDORE","WEST MADHYA PRADESH",22.72,75.8,true
"INDORE","Indore","MADHYA PRADESH","INDORE","WEST MADHYA PRADESH",22.75,75.83,false
"ISRO-Bopal","ISRO-Bopal","GUJARAT","AHMEDABAD","GUJARAT REGION",23.0411,72.4567,true
"ISRO-SAC","Ahm Satellite","GUJARAT","AHMEDABAD","GUJARAT REGION",23.0234,72.5152,true
"JABALPUR","Jabalpur","MADHYA PRADESH","JABALPUR","EAST MADHYA PRADESH",23.22,79.96,false
"JAGATSINGPUR","Jagatsinghpur","ODISHA","JAGATSINGHPUR","ODISHA",20.29,86.4,true
"JAGTIYAL","Jagtial","TELANGANA","JAGTIAL","TELANGANA",18.82,78.91,true
"JAHANABAD","Jahanabad","BIHAR","JAHANABAD","BIHAR",25.15,85.04,true
"JAINTIA","West Jaintia Hills","MEGHALAYA","WEST JAINTIA HILLS","ASSAM & MEGHALAYA",25.6,92.32,true
"JAIPUR","Jaipur","RAJASTHAN","JAIPUR","EAST RAJASTHAN",27.15,75.6,false
"JAISLAMER","Jaisalmer","RAJASTHAN","JAISALMER","WEST RAJASTHAN",27.03,70.91,false
"JAJPUR","Jajpur","ODISHA","JAJPUR","ODISHA",20.8,86.25,true
"JALANDHAR","Jalandhar","PUNJAB","JALANDHAR","PUNJAB",31.15,75.51,true
"JALAUN","Jalaun","UTTAR PRADESH","JALAUN","WEST UTTAR PRADESH",26.1,79.44,true
"JALGAON","Jalgaon","MAHARASHTRA","JALGAON","MADHYA MAHARASHTRA",20.84,75.58,false
"JALNA","Buldhana","MAHARASHTRA","BULDHANA","VIDARBHA",19.97,76.06,false
"JALORE","Jalore","RAJASTHAN","JALORE","WEST RAJASTHAN",25.01,72.15,true
"JALPAIGURI","Jalpaiguri","WEST BENGAL","JALPAIGURI","SHWB & SIKKIM",26.75,88.85,false
"JAMMU","Jammu","JAMMU & KASHMIR (UT)","JAMMU","JAMMU & KASHMIR AND LADAKH",32.85,74.7,true
"JAMNAGAR","Jamnagar","GUJARAT","JAMNAGAR","SAURASHTRA & KUTCH",22.33,70.1,true
"JAMTARA","Jamtara","JHARKHAND","JAMTARA","JHARKHAND",23.99,86.89,true
"JAMUI","Jamui","BIHAR","JAMUI","BIHAR",24.76,86.23,true
"JANAKPUR","Janakpur","BIHAR","MADHUBANI","BIHAR",26.72,85.94,true
"JANGOAN","Jangaon","TELANGANA","JANGAON","TELANGANA",17.73,79.21,true
"JANJGIR","Sakti","CHHATTISGARH","SAKTI","CHHATTISGARH",21.97,82.82,true
"JASHPUR","Jashpur","CHHATTISGARH","JASHPUR","CHHATTISGARH",22.77,83.9,false
"JAUNPUR","Jaunpur","UTTAR PRADESH","JAUNPUR","EAST UTTAR PRADESH",25.8,82.6,false
"JAYASHANKAR","J. Bhupalpally","TELANGANA","J. BHUPALPALLY","TELANGANA",18.44,80.18,true
"JBP","Jabalpur","MADHYA PRADESH","JABALPUR","EAST MADHYA PRADESH",23.2,79.95,true
"JDP","Jodhpur","RAJASTHAN","JODHPUR","WEST RAJASTHAN",26.3,73.02,true
"JGD","Jagdalpur","CHHATTISGARH","BASTAR","CHHATTISGARH",19.08,82.03,true
"JHABUA","Jhabua","MADHYA PRADESH","JHABUA","WEST MADHYA PRADESH",22.81,74.59,true
"JHAJJAR","Jhajjar","HARYANA","JHAJJAR","DELHI, HARYANA AND CHANDIGARH",28.61,76.62,true
"JHALAWAR","Jhalawar","RAJASTHAN","JHALAWAR","EAST RAJASTHAN",24.4,76.28,true
"JHANSI","Jhansi","UTTAR PRADESH","JHANSI","WEST UTTAR PRADESH",25.63,79.16,true
"JHARSUGUDA","Sambalpur","ODISHA","SAMBALPUR","ODISHA",21.75,84,false
"JHS","Jhansi","UTTAR PRADESH","JHANSI","WEST UTTAR PRADESH",25.45,78.58,false
"JHT","Chamoli","UTTARAKHAND","CHAMOLI","UTTARAKHAND",30.55,79.57,false
"JHUNJHUNU","Jhunjhunu","RAJASTHAN","JHUNJHUNU","EAST RAJASTHAN",28.08,75.57,true
"JIND","Jind","HARYANA","JIND","DELHI, HARYANA AND CHANDIGARH",29.45,76.35,true
"JIRIBHAM","Imphal East","MANIPUR","IMPHAL EAST","NMMT",24.71,93.1,false
"JLD","Jalandhar","PUNJAB","JALANDHAR","PUNJAB",31.47,75.58,false
"JLG","Jalgaon","MAHARASHTRA","JALGAON","MADHYA MAHARASHTRA",21.05,75.57,true
"JLR","Jalore","RAJASTHAN","JALORE","WEST RAJASTHAN",25.35,72.62,false
"JLW","Jhalawar","RAJASTHAN","JHALAWAR","EAST RAJASTHAN",24.53,76.17,false
"JMI","Jamui","BIHAR","JAMUI","BIHAR",24.93,86.3,false
"JMR","Jamnagar","GUJARAT","JAMNAGAR","SAURASHTRA & KUTCH",22.45,70.08,false
"JMU","Jammu AP","JAMMU & KASHMIR (UT)","JAMMU","JAMMU & KASHMIR AND LADAKH",32.67,74.83,true
"JNP","Jaunpur","UTTAR PRADESH","JAUNPUR","EAST UTTAR PRADESH",25.75,82.68,true
"JODHPUR","Jodhpur","RAJASTHAN","JODHPUR","WEST RAJASTHAN",26.74,72.83,false
"JOGULAMBHA","Jogulamba Gadwal","TELANGANA","JOGULAMBA GADWAL","TELANGANA",16.05,77.79,true
"JOMSOM","Jomsom","","","",28.77,83.77,true
"JORHAT","Jorhat","ASSAM","JORHAT","ASSAM & MEGHALAYA",26.76,94.21,true
"JOSHIMATH","Joshimath","UTTARAKHAND","CHAMOLI","UTTARAKHAND",30.41,79.3,false
"JPG","Jalpaiguri","WEST BENGAL","JALPAIGURI","SHWB & SIKKIM",26.53,88.72,true
"JPN","Jashpur","CHHATTISGARH","JASHPUR","CHHATTISGARH",22.88,84.13,true
"JPR","Jaipur","RAJASTHAN","JAIPUR","EAST RAJASTHAN",26.82,75.8,true
"JRG","Jharsuguda","ODISHA","JHARSUGUDA","ODISHA",21.92,84.08,true
"JSD","Jamshedpur","JHARKHAND","EAST SINGHBHUM","JHARKHAND",22.82,86.18,true
"JSM","Jaisalmer","RAJASTHAN","JAISALMER","WEST RAJASTHAN",26.9,70.92,true
"JUNAGADH","Junagadh","GUJARAT","JUNAGADH","SAURASHTRA & KUTCH",21.4,70.48,true
"JUR","Jeur","MAHARASHTRA","SHOLAPUR","MADHYA MAHARASHTRA",18.2,75.2,true
"JYOTIBA","Amroha","UTTAR PRADESH","AMROHA","WEST UTTAR PRADESH",28.84,78.35,true
"Jalna","Jalna","MAHARASHTRA","JALNA","MARATHWADA",19.8347,75.8816,true
"KABIR","Sant Kabir Nagar","UTTAR PRADESH","SANT KABIR NAGAR","EAST UTTAR PRADESH",26.96,83.14,true
"KABIRDHAM","Kabirdham","CHHATTISGARH","KABIRDHAM","CHHATTISGARH",22.11,81.19,true
"KADMAT","Kadmat","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11.22,72.77,true
"KAKCHING","Chandel","MANIPUR","CHANDEL","NMMT",24.38,93.99,false
"KALAHANDI","Kalahandi","ODISHA","KALAHANDI","ODISHA",19.82,83.16,true
"KALPENI","Kalpeni","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",10.06,73.64,true
"KAMAREDDY","Kamareddy","TELANGANA","KAMAREDDY","TELANGANA",18.32,78.04,true
"KAMJONG","Ukhrul","MANIPUR","UKHRUL","NMMT",24.7,94.42,true
"KAMRUP","Kamrup Rural","ASSAM","KAMRUP RURAL","ASSAM & MEGHALAYA",26.12,91.34,true
"KAMRUP-METRO","Kamrup Metropolitan","ASSAM","KAMRUP METROPOLITAN","ASSAM & MEGHALAYA",26.1,91.95,true
"KAN","Dewas","MADHYA PRADESH","DEWAS","WEST MADHYA PRADESH",22.67,76.37,false
"KANCHIPURAM","Chengalpattu","TAMILNADU","CHENGALPATTU","TAMILNADU, PUDUCHERRY & KARAIKAL",12.68,79.98,true
"KANGPOKRI","Senapati","MANIPUR","SENAPATI","NMMT",25.1,94.06,true
"KANGRA","Kangra","HIMACHAL PRADESH","KANGRA","HIMACHAL PRADESH",32.08,76.33,true
"KANKER","Kanker","CHHATTISGARH","KANKER","CHHATTISGARH",20.12,81.11,false
"KANNAUJ","Kannauj","UTTAR PRADESH","KANNAUJ","EAST UTTAR PRADESH",27,79.67,true
"KANNUR","Kannur","KERALA","KANNUR","KERALA & MAHE",11.99,75.56,false
"KANPUR-CITY","Kanpur City","UTTAR PRADESH","KANPUR CITY","EAST UTTAR PRADESH",26.25,80.46,true
"KANPUR-DEHAT","Kanpur Dehat","UTTAR PRADESH","KANPUR DEHAT","EAST UTTAR PRADESH",26.4,79.98,true
"KANSHIRAM","Kasganj","UTTAR PRADESH","KASGANJ","WEST UTTAR PRADESH",27.8,78.84,true
"KANYAKUMARI","Kanyakumari","TAMILNADU","KANYAKUMARI","TAMILNADU, PUDUCHERRY & KARAIKAL",8.33,77.4,false
"KAPURTHALA","Kapurthala","PUNJAB","KAPURTHALA","PUNJAB",31.35,75.33,true
"KARAIKAL","Karaikal","PUDUCHERRY (UT)","KARAIKAL","TAMILNADU, PUDUCHERRY & KARAIKAL",10.91,79.89,false
"KARAULI","Karauli","RAJASTHAN","KARAULI","EAST RAJASTHAN",26.31,76.99,true
"KARBI-ANGLONG","Karbi Anglong","ASSAM","KARBI ANGLONG","ASSAM & MEGHALAYA",26.25,93.35,true
"KARGIL","Kargil","LADAKH (UT)","KARGIL","JAMMU & KASHMIR AND LADAKH",33.88,76.44,false
"KARIMGANJ","Karimganj","ASSAM","KARIMGANJ","ASSAM & MEGHALAYA",24.58,92.4,true
"KARIMNAGAR","Karimnagar","TELANGANA","KARIMNAGAR","TELANGANA",18.4,79.26,true
"KARITHAL","Kaithal","HARYANA","KAITHAL","DELHI, HARYANA AND CHANDIGARH",29.85,76.35,true
"KARNAL","Karnal","HARYANA","KARNAL","DELHI, HARYANA AND CHANDIGARH",29.69,76.83,false
"KARUR","Karur","TAMILNADU","KARUR","TAMILNADU, PUDUCHERRY & KARAIKAL",10.9,78,true
"KASARAGOD","Kasargod","KERALA","KASARGOD","KERALA & MAHE",12.43,75.15,true
"KATHMANDU","Kathmandu","","","",27.72,85.33,true
"KATHUA","Kathua","JAMMU & KASHMIR (UT)","KATHUA","JAMMU & KASHMIR AND LADAKH",32.56,75.67,true
"KATIHAR","Katihar","BIHAR","KATIHAR","BIHAR",25.54,87.65,true
"KATNI","Katni","MADHYA PRADESH","KATNI","EAST MADHYA PRADESH",23.72,80.39,true
"KAUSHAMBHI","Prayagraj","UTTAR PRADESH","PRAYAGRAJ","EAST UTTAR PRADESH",25.53,81.69,true
"KAVARATTI","Kavarati","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",10.559,72.636,true
"KDA","KANDLA","GUJARAT","KUTCH","SAURASHTRA & KUTCH",23.11,70.1,false
"KDK","Kodaikanal","TAMILNADU","DINDIGUL","TAMILNADU, PUDUCHERRY & KARAIKAL",10.23,77.47,true
"KEDARNATH","Kedarnath","UTTARAKHAND","RUDRAPRAYAG","UTTARAKHAND",30.73,79.06,true
"KENDRAPARA","Kendrapara","ODISHA","KENDRAPARA","ODISHA",20.55,86.68,true
"KENDUJHARGARH","Keonjhargarh","ODISHA","KEONJHARGARH","ODISHA",21.58,85.79,false
"KGF","Kolar","KARNATAKA","KOLAR","SOUTHERN INTERIOR KARNATAKA",12.95,78.3,true
"KGN","KHARGONE","MADHYA PRADESH","KHARGONE","WEST MADHYA PRADESH",21.82,75.62,true
"KHAGARIA","Munger","BIHAR","MUNGER","BIHAR",25.49,86.57,true
"KHAMMAM","Khammam","TELANGANA","KHAMMAM","TELANGANA",17.17,80.37,true
"KHANDWA","Khandwa","MADHYA PRADESH","KHANDWA","WEST MADHYA PRADESH",21.98,76.62,false
"KHARGAON","Khargone","MADHYA PRADESH","KHARGONE","WEST MADHYA PRADESH",21.96,75.72,false
"KHD","KESHOD (A)","GUJARAT","JUNAGADH","SAURASHTRA & KUTCH",21.32,70.32,true
"KHEDA","Kheda","GUJARAT","KHEDA","GUJARAT REGION",22.9,73.04,true
"KHJ","Khajuraho","MADHYA PRADESH","CHHATARPUR","EAST MADHYA PRADESH",24.83,79.91,true
"KHM","Kohima","NAGALAND","KOHIMA","NMMT",25.63,94.17,true
"KHN","Khandala","MAHARASHTRA","PUNE","MADHYA MAHARASHTRA",18.77,73.37,true
"KHORDHA","Khurda","ODISHA","KHURDA","ODISHA",20.26,85.71,true
"KHOWAI","Khowai","TRIPURA","KHOWAI","NMMT",23.95,91.64,true
"KHUNTI","Khunti","JHARKHAND","KHUNTI","JHARKHAND",22.92,85.28,true
"KILTAN","Kiltan","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11.48,73,true
"KINNAUR","Kinnaur","HIMACHAL PRADESH","KINNAUR","HIMACHAL PRADESH",31.6,78.38,true
"KIPHIRE","Kiphire","NAGALAND","KIPHIRE","NMMT",25.82,94.82,true
"KISHANGANJ","Kishanganj","BIHAR","KISHANGANJ","BIHAR",26.24,87.96,true
"KISHANGARH","Kishangarh","RAJASTHAN","AJMER","EAST RAJASTHAN",26.58,74.81,true
"KISTWAR","Kistwar","JAMMU & KASHMIR (UT)","KISTWAR","JAMMU & KASHMIR AND LADAKH",33.4,76.14,true
"KKC","Kallakurichi","TAMILNADU","KALLAKURICHI","TAMILNADU, PUDUCHERRY & KARAIKAL",11.73,78.97,true
"KKD","Sivaganga","TAMILNADU","SIVAGANGA","TAMILNADU, PUDUCHERRY & KARAIKAL",10.07,78.8,true
"KLA","Kandla","GUJARAT","KUTCH","SAURASHTRA & KUTCH",23,70.22,true
"KLG","Lahaul & Spiti","HIMACHAL PRADESH","LAHAUL & SPITI","HIMACHAL PRADESH",32.58,77.07,true
"KLN","Kalingapatnam","ANDHRA PRADESH","SRIKAKULAM","COASTAL ANDHRA PRADESH & YANAM",18.33,84.13,true
"KLP","Kolhapur","MAHARASHTRA","KOLHAPUR","MADHYA MAHARASHTRA",16.7,74.23,true
"KMM","Khammam\r\n\r\n","TELANGANA","KHAMMAM","TELANGANA",17.25,80.15,true
"KMP","Kalimpong","WEST BENGAL","KALIMPONG","SHWB & SIKKIM",27.07,88.47,true
"KND","Kakinada","ANDHRA PRADESH","KAKINADA","COASTAL ANDHRA PRADESH & YANAM",16.95,82.23,true
"KNJ","Keonjhargarh","ODISHA","KEONJHARGARH","ODISHA",21.62,85.52,true
"KNK","Kanker","CHHATTISGARH","KANKER","CHHATTISGARH",20.27,81.48,true
"KNL","Karnal","HARYANA","KARNAL","DELHI, HARYANA AND CHANDIGARH",29.7,77.03,true
"KNP","Kanpur","UTTAR PRADESH","KANPUR CITY","EAST UTTAR PRADESH",26.4,80.4,true
"KOCH-BEHAR","Cooch Behar","WEST BENGAL","COOCH BEHAR","SHWB & SIKKIM",26.34,89.46,false
"KODAGU","Kodagu","KARNATAKA","KODAGU","SOUTHERN INTERIOR KARNATAKA",12.38,75.78,true
"KODERMA","Koderma","JHARKHAND","KODERMA","JHARKHAND",24.46,85.5,true
"KOHIMA","Kohima","NAGALAND","KOHIMA","NMMT",25.77,94.14,false
"KOKRAJHAR","Kokrajhar","ASSAM","KOKRAJHAR","ASSAM & MEGHALAYA",26.51,90.13,true
"KOLAR","Kolar","KARNATAKA","KOLAR","SOUTHERN INTERIOR KARNATAKA",13.15,78.21,false
"KOLASIB","Kolasib","MIZORAM","KOLASIB","NMMT",24.24,92.71,true
"KOLHAPUR","Kolhapur","MAHARASHTRA","KOLHAPUR","MADHYA MAHARASHTRA",16.46,74.19,false
"KOLLAM","Kollam","KERALA","KOLLAM","KERALA & MAHE",8.97,76.88,true
"KON","Nicobar","ANDAMAN & NICOBAR ISLANDS (UT)","NICOBAR","ANDAMAN & NICOBAR ISLANDS",7.22,93.73,true
"KONDAGAON","Kondagaon","CHHATTISGARH","KONDAGAON","CHHATTISGARH",19.97,81.68,true
"KOPPAL","Koppal","KARNATAKA","KOPPAL","NORTHERN INTERIOR KARNATAKA",15.58,76.29,true
"KOR","Koraput","ODISHA","KORAPUT","ODISHA",18.82,82.72,true
"KORAPUT","Koraput","ODISHA","KORAPUT","ODISHA",18.88,82.75,false
"KORBA","Korba","CHHATTISGARH","KORBA","CHHATTISGARH",22.52,82.63,true
"KORIYA-BAIKUNTHP","Manendragarh-chirmiri-bharatpur","CHHATTISGARH","MANENDRAGARH-CHIRMIRI-BHARATPUR","CHHATTISGARH",23.63,82.17,true
"KOTA","Kota","RAJASTHAN","KOTA","EAST RAJASTHAN",25,76.1,false
"KOTTAYAM","Kottayam","KERALA","KOTTAYAM","KERALA & MAHE",9.63,76.68,false
"KOV","Kovalam","KERALA","THIRUVANANTHAPURAM","KERALA & MAHE",8.4,76.97,true
"KOVALAM","Kovalam","TAMILNADU","CHENGALPATTU","TAMILNADU, PUDUCHERRY & KARAIKAL",12.78,80.25,true
"KOZHIKODE","Kozhikode","KERALA","KOZHIKODE","KERALA & MAHE",11.46,75.84,false
"KPR","M.O. KARIPUR AIRPORT","KERALA","MALAPPURAM","KERALA & MAHE",11.13,75.95,true
"KPT","Kapurthala","PUNJAB","KAPURTHALA","PUNJAB",31.33,75.33,false
"KRA-DAADI","Kurung Kumey","ARUNACHAL PRADESH","KURUNG KUMEY","ARUNACHAL PRADESH",28.21,93.43,true
"KRG","Krishnanagar","WEST BENGAL","NADIA","GANGETIC WEST BENGAL",23.4,88.52,true
"KRI","Lakhimpur Kheri","UTTAR PRADESH","KHERI","EAST UTTAR PRADESH",27.9,80.8,true
"KRISHNA","Krishna","ANDHRA PRADESH","KRISHNA","COASTAL ANDHRA PRADESH & YANAM",16.5,80.95,true
"KRISHNAGIRI","Krishnagiri","TAMILNADU","KRISHNAGIRI","TAMILNADU, PUDUCHERRY & KARAIKAL",12.65,78,true
"KRL","Karaikal","PUDUCHERRY (UT)","KARAIKAL","TAMILNADU, PUDUCHERRY & KARAIKAL",10.92,79.83,true
"KRN","Kurnool","ANDHRA PRADESH","KURNOOL","RAYALSEEMA",15.8,78.07,true
"KSH","Kailashahar","TRIPURA","UNAKOTI","NMMT",24.32,92,true
"KTA","Kota","RAJASTHAN","KOTA","EAST RAJASTHAN",25.15,75.85,true
"KTG","Kothagudem","TELANGANA","B. KOTHAGUDEM","TELANGANA",17.55,80.63,true
"KTH","Kathua","JAMMU & KASHMIR (UT)","KATHUA","JAMMU & KASHMIR AND LADAKH",32.33,75.5,false
"KTM","Kottayam","KERALA","KOTTAYAM","KERALA & MAHE",9.58,76.52,true
"KUD","Pudukkottai","TAMILNADU","PUDUKKOTTAI","TAMILNADU, PUDUCHERRY & KARAIKAL",10.4,78.67,true
"KULGAM","Kulgam","JAMMU & KASHMIR (UT)","KULGAM","JAMMU & KASHMIR AND LADAKH",33.55,74.84,true
"KULU","Kullu","HIMACHAL PRADESH","KULLU","HIMACHAL PRADESH",31.88,77.4,false
"KUMURAM-BHEEM","Kumaram Bheem","TELANGANA","KUMARAM BHEEM","TELANGANA",19.34,79.39,true
"KUPWARA","Bandipora","JAMMU & KASHMIR (UT)","BANDIPORA","JAMMU & KASHMIR AND LADAKH",34.45,74.76,true
"KURNOOL","Kurnool","ANDHRA PRADESH","KURNOOL","RAYALSEEMA",15.53,77.95,false
"KURUKSHETRA","Kurukshetra","HARYANA","KURUKSHETRA","DELHI, HARYANA AND CHANDIGARH",30.06,76.77,true
"KURUNG-KUMEY","Kurung Kumey","ARUNACHAL PRADESH","KURUNG KUMEY","ARUNACHAL PRADESH",27.97,93.25,false
"KUSHINAGAR","Kushi Nagar","UTTAR PRADESH","KUSHI NAGAR","EAST UTTAR PRADESH",26.92,83.97,true
"KUTCH","Kutch","GUJARAT","KUTCH","SAURASHTRA & KUTCH",23.71,69.96,true
"KVL","Spsr Nellore","ANDHRA PRADESH","SPSR NELLORE","COASTAL ANDHRA PRADESH & YANAM",14.9,79.98,true
"KWD","Khandwa","MADHYA PRADESH","KHANDWA","WEST MADHYA PRADESH",21.83,76.37,true
"KWR","Karwar","KARNATAKA","UTTARA KANNADA","COASTAL KARNATAKA",14.78,74.13,true
"KYK","Kanyakumari","TAMILNADU","KANYAKUMARI","TAMILNADU, PUDUCHERRY & KARAIKAL",8.08,77.5,true
"KZK","kozhikode","KERALA","KOZHIKODE","KERALA & MAHE",11.25,75.78,true
"LADAKH","Ladakh (LEH)","LADAKH (UT)","LADAKH (LEH)","JAMMU & KASHMIR AND LADAKH",34.17,78.35,false
"LAHAUL-SPITI","Lahaul & Spiti","HIMACHAL PRADESH","LAHAUL & SPITI","HIMACHAL PRADESH",32.5,77.52,false
"LAKHIMPUR","Kheri","UTTAR PRADESH","KHERI","EAST UTTAR PRADESH",28.15,80.65,true
"LAKSHADWEEP","Lakshadweep","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",10.54,72.62,false
"LALITPUR","Lalitpur","UTTAR PRADESH","LALITPUR","WEST UTTAR PRADESH",24.7,78.58,true
"LATEHAR","Latehar","JHARKHAND","LATEHAR","JHARKHAND",23.68,84.47,true
"LATUR","Latur","MAHARASHTRA","LATUR","MARATHWADA",18.35,76.75,true
"LAWNGTLAI","Lawngtlai","MIZORAM","LAWNGTLAI","NMMT",22.37,92.74,true
"LDN","Ludhiana","PUNJAB","LUDHIANA","PUNJAB",30.87,75.93,true
"LEH-LADAKH","Leh","LADAKH (UT)","LADAKH (LEH)","JAMMU & KASHMIR AND LADAKH",34.15,77.57,true
"LGI","LONG ISLAND","ANDAMAN & NICOBAR ISLANDS (UT)","NORTH & MIDDLE ANDAMAN","ANDAMAN & NICOBAR ISLANDS",12.42,92.93,true
"LKN","Lucknow","UTTAR PRADESH","LUCKNOW","EAST UTTAR PRADESH",26.87,80.93,true
"LKR","North Lakhimpur","ASSAM","LAKHIMPUR","ASSAM & MEGHALAYA",27.23,94.12,true
"LMD","Lumding","ASSAM","NAGAON","ASSAM & MEGHALAYA",25.75,93.18,true
"LOHARDAGA","Lohardaga","JHARKHAND","LOHARDAGA","JHARKHAND",23.48,84.68,true
"LOHIT","Lohit","ARUNACHAL PRADESH","LOHIT","ARUNACHAL PRADESH",27.96,96.23,true
"LONGDING","Tirap","ARUNACHAL PRADESH","TIRAP","ARUNACHAL PRADESH",26.78,95.35,true
"LONGLENG","Longleng","NAGALAND","LONGLENG","NMMT",26.58,94.79,true
"LOWER-DIBANG-VALLEY","Lower Dibang Valley","ARUNACHAL PRADESH","LOWER DIBANG VALLEY","ARUNACHAL PRADESH",28.4,95.88,true
"LOWER-SUBANSIRI","Lower Subansiri","ARUNACHAL PRADESH","LOWER SUBANSIRI","ARUNACHAL PRADESH",27.55,93.94,true
"LUCKEESARAI","Lakhisarai","BIHAR","LAKHISARAI","BIHAR",25.15,86.15,true
"LUCKNOW","Lucknow","UTTAR PRADESH","LUCKNOW","EAST UTTAR PRADESH",26.83,80.89,false
"LUDHIANA","Ludhiana","PUNJAB","LUDHIANA","PUNJAB",30.79,75.87,false
"LUDHIYANA","Ludhiyana","PUNJAB","LUDHIANA","PUNJAB",30.85,75.95,true
"LUNGLEI","Lunglei","MIZORAM","LUNGLEI","NMMT",22.95,92.76,true
"MAB","Mount Abu","RAJASTHAN","SIROHI","EAST RAJASTHAN",24.6,72.72,true
"MADHEPURA","Madhepura","BIHAR","MADHEPURA","BIHAR",25.78,86.87,true
"MADHUBANI","Madhubani","BIHAR","MADHUBANI","BIHAR",26.35,86.24,true
"MADURAI","Madurai","TAMILNADU","MADURAI","TAMILNADU, PUDUCHERRY & KARAIKAL",9.9,77.95,false
"MAHABALIPURAM","Mahabalipuram","TAMILNADU","CHENGALPATTU","TAMILNADU, PUDUCHERRY & KARAIKAL",12.62,80.19,true
"MAHABUBABAD","Mahabubabad","TELANGANA","MAHABUBABAD","TELANGANA",17.72,79.92,true
"MAHARAJGANJ","Maharajganj","UTTAR PRADESH","MAHARAJGANJ","EAST UTTAR PRADESH",27.18,83.53,true
"MAHASAMUND","Mahasamund","CHHATTISGARH","MAHASAMUND","CHHATTISGARH",21.18,82.34,true
"MAHBUBNAGAR","Mahabubnagar","TELANGANA","MAHABUBNAGAR","TELANGANA",16.7,77.81,false
"MAHE","Kannur","KERALA","KANNUR","KERALA & MAHE",11.73,75.53,false
"MAHENDRAGARH","Mahendragarh","HARYANA","MAHENDRAGARH","DELHI, HARYANA AND CHANDIGARH",28.13,76.14,true
"MAHISAGAR","Mahisagar","GUJARAT","MAHISAGAR","GUJARAT REGION",23.19,73.63,true
"MAHOBA","Mahoba","UTTAR PRADESH","MAHOBA","WEST UTTAR PRADESH",25.33,79.71,true
"MAINPURI","Mainpuri","UTTAR PRADESH","MAINPURI","WEST UTTAR PRADESH",27.1,79,false
"MAJULI","Jorhat","ASSAM","JORHAT","ASSAM & MEGHALAYA",26.98,94.21,false
"MALAPPURAM","Malappuram","KERALA","MALAPPURAM","KERALA & MAHE",11.11,76.19,true
"MALDAH","Malda","WEST BENGAL","MALDA","SHWB & SIKKIM",25.1,88.2,false
"MALKANGIRI","Malkangiri","ODISHA","MALKANGIRI","ODISHA",18.2,81.92,true
"MAMIT","Mamit","MIZORAM","MAMIT","NMMT",23.76,92.47,true
"MANCHERIAL","Mancherial","TELANGANA","MANCHERIAL","TELANGANA",18.98,79.42,true
"MANDI","Mandi","HIMACHAL PRADESH","MANDI","HIMACHAL PRADESH",31.65,77.01,false
"MANDLA","Dindori","MADHYA PRADESH","DINDORI","EAST MADHYA PRADESH",22.69,80.57,false
"MANDSAUR","Mandsaur","MADHYA PRADESH","MANDSAUR","WEST MADHYA PRADESH",24.16,75.4,true
"MANDYA","Mandya","KARNATAKA","MANDYA","SOUTHERN INTERIOR KARNATAKA",12.64,76.83,false
"MANSA","Mansa","PUNJAB","MANSA","PUNJAB",29.88,75.47,true
